state,varroa mites,other pests,diseases,pesticides,other,unknown,quarter,state code,year,initial count,max,lost,added,renovated,period,region,lost perc,renovated perc,new count,end count
Minnesota,43.6,8.7,8.4,25.0,3.8,8.9,Q4,MN,2015,104000.0,105000.0,10000.0,600.0,40.0,2015Q4,Midwest,10.0,0.0,94000.0,94640.0
Minnesota,12.1,7.0,0.2,11.6,8.0,14.5,Q1,MN,2016,36000.0,38000.0,5500.0,6000.0,2120.0,2016Q1,Midwest,14.0,6.0,30500.0,38620.0
Minnesota,20.8,6.0,6.5,18.2,8.6,7.6,Q2,MN,2016,27000.0,126000.0,13000.0,24000.0,4200.0,2016Q2,Midwest,10.0,3.0,14000.0,42200.0
Minnesota,47.2,14.6,6.2,22.4,17.8,8.9,Q3,MN,2016,132000.0,138000.0,26000.0,1300.0,1900.0,2016Q3,Midwest,19.0,1.0,106000.0,109200.0
Minnesota,27.5,7.7,3.1,17.6,5.0,8.9,Q4,MN,2016,113000.0,114000.0,13500.0,2300.0,4100.0,2016Q4,Midwest,12.0,4.0,99500.0,105900.0
Minnesota,2.1,0.4,0.1,0.9,9.0,5.8,Q1,MN,2017,27000.0,41000.0,3500.0,3300.0,6300.0,2017Q1,Midwest,9.0,23.0,23500.0,33100.0
Minnesota,20.5,4.7,2.3,12.8,6.6,2.2,Q2,MN,2017,32000.0,128000.0,12000.0,19000.0,8500.0,2017Q2,Midwest,9.0,7.0,20000.0,47500.0
Minnesota,39.8,4.7,1.8,9.4,11.6,2.3,Q3,MN,2017,136000.0,136000.0,20000.0,1900.0,2200.0,2017Q3,Midwest,15.0,2.0,116000.0,120100.0
Minnesota,62.9,4.0,4.2,39.8,7.2,3.1,Q4,MN,2017,98000.0,98000.0,7000.0,1900.0,450.0,2017Q4,Midwest,7.0,0.0,91000.0,93350.0
Minnesota,2.0,0.7,1.9,0.6,1.1,1.6,Q1,MN,2018,39000.0,62000.0,3900.0,8000.0,2900.0,2018Q1,Midwest,6.0,5.0,35100.0,46000.0
Minnesota,12.9,9.3,7.2,6.0,8.0,20.7,Q2,MN,2018,69000.0,116000.0,8500.0,42000.0,25000.0,2018Q2,Midwest,7.0,22.0,60500.0,127500.0
Minnesota,44.5,12.4,6.0,28.4,9.3,8.1,Q3,MN,2018,121000.0,127000.0,29000.0,1600.0,6500.0,2018Q3,Midwest,23.0,5.0,92000.0,100100.0
Minnesota,28.4,5.2,4.2,7.9,3.8,2.4,Q4,MN,2018,84000.0,86000.0,11500.0,2500.0,590.0,2018Q4,Midwest,13.0,1.0,72500.0,75590.0
Minnesota,1.3,0.2,1.9,9.73,2.0,0.8,Q1,MN,2019,17000.0,43000.0,2200.0,80.0,470.0,2019Q1,Midwest,5.0,1.0,14800.0,15350.0
Minnesota,28.1,4.2,2.95,11.57,4.3,1.45,Q2,MN,2019,71500.0,86000.0,11600.0,2540.0,1285.0,2019Q2,Midwest,16.0,2.0,59900.0,63725.0
Minnesota,54.9,8.2,4.0,13.4,6.6,2.1,Q3,MN,2019,126000.0,129000.0,21000.0,5000.0,2100.0,2019Q3,Midwest,16.0,2.0,105000.0,112100.0
Minnesota,37.3,7.8,1.2,6.1,1.8,4.0,Q4,MN,2019,97000.0,97000.0,15500.0,3400.0,60.0,2019Q4,Midwest,16.0,0.0,81500.0,84960.0
Minnesota,3.5,5.35,0.95,0.0,4.3,0.0,Q1,MN,2020,21000.0,58000.0,920.0,1300.0,40.0,2020Q1,Midwest,2.0,0.0,20080.0,21420.0
Minnesota,20.6,2.9,0.7,8.8,4.4,0.0,Q2,MN,2020,59000.0,126000.0,13000.0,9000.0,2600.0,2020Q2,Midwest,10.0,2.0,46000.0,57600.0
Minnesota,46.3,3.7,0.0,8.2,2.2,1.7,Q3,MN,2020,114000.0,119000.0,10500.0,1800.0,3700.0,2020Q3,Midwest,9.0,3.0,103500.0,109000.0
Minnesota,17.2,1.6,1.0,19.2,1.8,2.6,Q4,MN,2020,99000.0,105000.0,9500.0,1200.0,340.0,2020Q4,Midwest,9.0,0.0,89500.0,91040.0
Mississippi,9.4,8.2,0.1,2.1,1.2,1.1,Q1,MS,2015,34000.0,76000.0,8500.0,22000.0,7500.0,2015Q1,South,11.0,10.0,25500.0,55000.0
Mississippi,10.1,6.0,0.3,0.1,2.3,1.7,Q2,MS,2015,89000.0,89000.0,11000.0,5500.0,10000.0,2015Q2,South,12.0,11.0,78000.0,93500.0
Mississippi,45.5,2.2,0.0,1.1,3.8,1.4,Q3,MS,2015,23000.0,34000.0,3500.0,260.0,110.0,2015Q3,South,10.0,0.0,19500.0,19870.0
Mississippi,10.6,2.5,0.3,0.0,0.7,1.3,Q4,MS,2015,31000.0,34000.0,1500.0,500.0,230.0,2015Q4,South,4.0,1.0,29500.0,30230.0
Mississippi,13.8,1.6,0.0,3.2,0.3,14.5,Q1,MS,2016,21000.0,50000.0,7500.0,48000.0,25000.0,2016Q1,South,15.0,50.0,13500.0,86500.0
Mississippi,12.3,2.3,1.2,2.7,1.2,0.1,Q2,MS,2016,85000.0,90000.0,3700.0,9000.0,61000.0,2016Q2,South,4.0,68.0,81300.0,151300.0
Mississippi,27.5,3.5,1.6,1.8,5.0,4.7,Q3,MS,2016,19000.0,20000.0,3300.0,750.0,740.0,2016Q3,South,17.0,4.0,15700.0,17190.0
Mississippi,21.9,6.0,0.1,0.95,2.1,2.8,Q4,MS,2016,17500.0,30000.0,2400.0,330.0,60.0,2016Q4,South,8.0,0.0,15100.0,15490.0
Mississippi,41.7,35.3,0.0,0.1,0.5,1.4,Q1,MS,2017,31000.0,68000.0,2600.0,23000.0,7000.0,2017Q1,South,4.0,10.0,28400.0,58400.0
Mississippi,14.0,0.9,0.35,1.7,3.7,0.8,Q2,MS,2017,89000.0,89000.0,3800.0,5500.0,26000.0,2017Q2,South,4.0,29.0,85200.0,116700.0
Mississippi,71.1,4.8,0.7,0.2,18.1,0.7,Q3,MS,2017,24000.0,24000.0,2900.0,250.0,230.0,2017Q3,South,12.0,1.0,21100.0,21580.0
Mississippi,19.3,6.1,1.4,1.5,1.5,4.1,Q4,MS,2017,14000.0,22000.0,3400.0,280.0,830.0,2017Q4,South,15.0,4.0,10600.0,11710.0
Mississippi,7.0,4.8,0.0,0.6,2.4,34.4,Q1,MS,2018,19000.0,32000.0,2000.0,28000.0,5500.0,2018Q1,South,6.0,17.0,17000.0,50500.0
Mississippi,44.6,26.2,0.0,0.2,3.5,2.2,Q2,MS,2018,50000.0,50000.0,3400.0,4000.0,7000.0,2018Q2,South,7.0,14.0,46600.0,57600.0
Mississippi,25.2,8.6,0.0,0.5,7.5,7.2,Q3,MS,2018,16500.0,16500.0,2900.0,110.0,650.0,2018Q3,South,18.0,4.0,13600.0,14360.0
Mississippi,26.5,6.7,0.2,0.5,3.0,4.5,Q4,MS,2018,14500.0,25000.0,2000.0,330.0,50.0,2018Q4,South,8.0,0.0,12500.0,12880.0
Mississippi,14.6,71.0,64.8,48.4,1.9,5.5,Q1,MS,2019,26000.0,29000.0,2400.0,3800.0,1700.0,2019Q1,South,8.0,6.0,23600.0,29100.0
Mississippi,36.85,58.3,33.6,36.9,2.95,5.3,Q2,MS,2019,24500.0,26000.0,2650.0,2175.0,1275.0,2019Q2,South,11.0,5.0,21850.0,25300.0
Mississippi,59.1,45.6,2.4,25.4,4.0,5.1,Q3,MS,2019,23000.0,23000.0,2900.0,550.0,850.0,2019Q3,South,13.0,4.0,20100.0,21500.0
Mississippi,41.0,38.0,4.1,13.9,10.5,5.2,Q4,MS,2019,21000.0,29000.0,3400.0,350.0,50.0,2019Q4,South,12.0,0.0,17600.0,18000.0
Mississippi,58.6,50.9,0.0,1.8,14.5,3.6,Q1,MS,2020,26000.0,28000.0,5000.0,16000.0,660.0,2020Q1,South,18.0,2.0,21000.0,37660.0
Mississippi,93.1,57.8,0.0,0.9,8.5,0.0,Q2,MS,2020,34000.0,37000.0,4500.0,1500.0,570.0,2020Q2,South,12.0,2.0,29500.0,31570.0
Mississippi,45.7,41.8,0.0,0.0,3.3,6.2,Q3,MS,2020,26000.0,29000.0,1600.0,2500.0,130.0,2020Q3,South,6.0,0.0,24400.0,27030.0
Mississippi,7.8,1.5,0.0,0.6,7.8,5.9,Q4,MS,2020,30000.0,37000.0,3800.0,300.0,30.0,2020Q4,South,10.0,0.0,26200.0,26530.0
Missouri,13.1,6.0,2.2,4.2,11.8,6.3,Q1,MO,2015,12000.0,13000.0,2000.0,220.0,910.0,2015Q1,Midwest,15.0,7.0,10000.0,11130.0
Missouri,5.1,6.2,3.1,1.6,1.0,7.4,Q2,MO,2015,11500.0,12500.0,500.0,1900.0,1800.0,2015Q2,Midwest,4.0,14.0,11000.0,14700.0
Missouri,11.1,11.7,3.0,2.0,2.1,1.4,Q3,MO,2015,14000.0,14000.0,1200.0,700.0,630.0,2015Q3,Midwest,9.0,5.0,12800.0,14130.0
Missouri,2.8,6.0,3.3,0.1,0.8,1.5,Q4,MO,2015,13500.0,13500.0,690.0,30.0,40.0,2015Q4,Midwest,5.0,0.0,12810.0,12880.0
Missouri,20.2,7.0,0.4,6.2,4.5,7.3,Q1,MO,2016,10000.0,10000.0,1300.0,5500.0,420.0,2016Q1,Midwest,13.0,4.0,8700.0,14620.0
Missouri,17.2,1.6,0.7,0.1,1.6,1.2,Q2,MO,2016,12000.0,12500.0,770.0,1800.0,730.0,2016Q2,Midwest,6.0,6.0,11230.0,13760.0
Missouri,13.3,7.7,1.0,0.1,3.1,0.7,Q3,MO,2016,13500.0,13500.0,650.0,480.0,170.0,2016Q3,Midwest,5.0,1.0,12850.0,13500.0
Missouri,16.1,12.6,0.2,0.0,1.5,0.7,Q4,MO,2016,9000.0,9000.0,590.0,1400.0,640.0,2016Q4,Midwest,7.0,7.0,8410.0,10450.0
Missouri,16.6,15.4,0.5,2.7,5.4,5.2,Q1,MO,2017,7000.0,7500.0,1200.0,400.0,10.0,2017Q1,Midwest,16.0,0.0,5800.0,6210.0
Missouri,13.4,8.9,3.0,1.0,5.1,1.9,Q2,MO,2017,6500.0,7000.0,270.0,1800.0,1000.0,2017Q2,Midwest,4.0,14.0,6230.0,9030.0
Missouri,77.7,36.0,2.8,34.0,1.6,35.0,Q3,MO,2017,9000.0,9000.0,580.0,320.0,310.0,2017Q3,Midwest,6.0,3.0,8420.0,9050.0
Missouri,16.7,14.2,1.0,0.1,4.2,1.6,Q4,MO,2017,9500.0,9500.0,820.0,100.0,230.0,2017Q4,Midwest,9.0,2.0,8680.0,9010.0
Missouri,86.0,77.8,0.3,3.5,26.5,23.9,Q1,MO,2018,8000.0,8000.0,1400.0,1400.0,50.0,2018Q1,Midwest,18.0,0.0,6600.0,8050.0
Missouri,11.8,13.2,0.8,1.5,8.3,2.6,Q2,MO,2018,7000.0,7000.0,390.0,2100.0,800.0,2018Q2,Midwest,6.0,11.0,6610.0,9510.0
Missouri,18.2,16.9,1.2,1.2,7.5,1.1,Q3,MO,2018,10000.0,10000.0,540.0,260.0,410.0,2018Q3,Midwest,5.0,4.0,9460.0,10130.0
Missouri,37.0,10.0,1.1,2.3,1.9,4.1,Q4,MO,2018,10000.0,10000.0,880.0,170.0,150.0,2018Q4,Midwest,9.0,2.0,9120.0,9440.0
Missouri,5.4,2.3,1.9,0.5,5.4,3.2,Q1,MO,2019,8500.0,8500.0,1100.0,80.0,60.0,2019Q1,Midwest,13.0,1.0,7400.0,7540.0
Missouri,11.9,4.7,1.15,0.65,3.75,1.9,Q2,MO,2019,9500.0,9500.0,800.0,170.0,205.0,2019Q2,Midwest,8.0,2.0,8700.0,9075.0
Missouri,18.4,7.1,0.4,0.8,2.1,0.6,Q3,MO,2019,10500.0,10500.0,500.0,260.0,350.0,2019Q3,Midwest,5.0,3.0,10000.0,10610.0
Missouri,19.2,5.9,0.2,0.1,1.5,0.4,Q4,MO,2019,9000.0,10000.0,1500.0,260.0,10.0,2019Q4,Midwest,15.0,0.0,7500.0,7770.0
Missouri,8.4,3.4,0.9,1.6,2.1,3.4,Q1,MO,2020,8500.0,8500.0,5500.0,3400.0,605.0,2020Q1,Midwest,65.0,7.0,3000.0,7005.0
Missouri,17.4,1.5,5.7,3.1,11.2,1.9,Q2,MO,2020,6500.0,6500.0,390.0,2800.0,1200.0,2020Q2,Midwest,6.0,18.0,6110.0,10110.0
Missouri,30.8,8.8,0.0,1.1,2.4,2.4,Q3,MO,2020,8000.0,8000.0,730.0,290.0,820.0,2020Q3,Midwest,9.0,10.0,7270.0,8380.0
Missouri,13.1,7.9,0.0,0.5,3.1,0.8,Q4,MO,2020,6500.0,7000.0,750.0,20.0,110.0,2020Q4,Midwest,11.0,2.0,5750.0,5880.0
Montana,8.7,0.5,0.6,0.8,2.3,7.9,Q1,MT,2015,8500.0,36000.0,2200.0,1400.0,1100.0,2015Q1,West,6.0,3.0,6300.0,8800.0
Montana,9.0,0.9,0.8,5.3,1.6,0.0,Q2,MT,2015,36000.0,210000.0,4200.0,14000.0,33000.0,2015Q2,West,2.0,16.0,31800.0,78800.0
Montana,52.5,16.4,10.7,2.3,6.4,5.3,Q3,MT,2015,140000.0,156000.0,10500.0,3200.0,10000.0,2015Q3,West,7.0,6.0,129500.0,142700.0
Montana,35.5,19.8,14.4,11.4,3.2,13.9,Q4,MT,2015,116000.0,123000.0,10000.0,1000.0,80.0,2015Q4,West,8.0,0.0,106000.0,107080.0
Montana,0.6,0.0,9.45,0.5,0.1,7.05,Q1,MT,2016,16500.0,65000.0,900.0,24000.0,6790.0,2016Q1,West,1.0,41.0,15600.0,46390.0
Montana,30.3,7.1,4.5,3.9,6.9,0.2,Q2,MT,2016,62000.0,157000.0,7000.0,25000.0,13500.0,2016Q2,West,4.0,9.0,55000.0,93500.0
Montana,41.9,8.8,7.0,6.9,6.1,1.4,Q3,MT,2016,147000.0,158000.0,11500.0,4100.0,6500.0,2016Q3,West,7.0,4.0,135500.0,146100.0
Montana,59.1,39.4,32.9,13.7,33.3,33.1,Q4,MT,2016,124000.0,124000.0,16000.0,2700.0,6250.0,2016Q4,West,13.0,5.0,108000.0,116950.0
Montana,34.0,15.1,18.55,2.5,6.0,0.1,Q1,MT,2017,18500.0,46000.0,470.0,3100.0,6000.0,2017Q1,West,1.0,13.0,18030.0,27130.0
Montana,20.0,4.0,4.2,3.5,4.4,0.6,Q2,MT,2017,47000.0,135000.0,3700.0,18000.0,18000.0,2017Q2,West,3.0,13.0,43300.0,79300.0
Montana,42.3,6.7,6.9,2.2,19.1,2.0,Q3,MT,2017,154000.0,161000.0,18500.0,3100.0,23000.0,2017Q3,West,11.0,14.0,135500.0,161600.0
Montana,54.2,4.1,3.1,5.9,5.3,4.1,Q4,MT,2017,115000.0,121000.0,13000.0,5500.0,2900.0,2017Q4,West,11.0,2.0,102000.0,110400.0
Montana,28.9,0.0,0.0,26.1,0.1,0.1,Q1,MT,2018,35000.0,60000.0,140.0,840.0,12450.0,2018Q1,West,0.0,36.0,34860.0,48150.0
Montana,42.9,4.7,3.3,1.7,0.9,1.2,Q2,MT,2018,50000.0,176000.0,5500.0,17000.0,22000.0,2018Q2,West,3.0,13.0,44500.0,83500.0
Montana,43.8,18.5,18.0,6.8,21.8,2.7,Q3,MT,2018,145000.0,153000.0,18500.0,3100.0,22000.0,2018Q3,West,12.0,14.0,126500.0,151600.0
Montana,40.7,13.0,5.6,17.5,2.9,0.0,Q4,MT,2018,98000.0,102000.0,5500.0,3100.0,500.0,2018Q4,West,5.0,0.0,92500.0,96100.0
Montana,15.1,0.0,7.27,0.8,0.8,1.1,Q1,MT,2019,37000.0,68000.0,3500.0,1700.0,1900.0,2019Q1,West,5.0,3.0,33500.0,37100.0
Montana,21.55,5.0,8.93,3.45,2.45,1.05,Q2,MT,2019,92000.0,111000.0,11000.0,2650.0,7200.0,2019Q2,West,12.0,8.0,81000.0,90850.0
Montana,28.0,10.0,10.6,6.1,4.1,1.0,Q3,MT,2019,147000.0,154000.0,18500.0,3600.0,12500.0,2019Q3,West,12.0,8.0,128500.0,144600.0
Montana,15.7,1.8,0.0,0.8,2.8,0.3,Q4,MT,2019,71000.0,79000.0,7000.0,770.0,4000.0,2019Q4,West,9.0,5.0,64000.0,68770.0
Montana,4.0,3.7,2.95,0.53,0.5,0.0,Q1,MT,2020,18000.0,47000.0,150.0,500.0,10000.0,2020Q1,West,0.0,56.0,17850.0,28350.0
Montana,12.1,5.6,5.9,0.27,4.6,0.0,Q2,MT,2020,48000.0,120000.0,2000.0,18000.0,16000.0,2020Q2,West,2.0,13.0,46000.0,80000.0
Montana,36.6,2.1,0.9,0.0,8.6,1.2,Q3,MT,2020,138000.0,139000.0,8500.0,6500.0,28000.0,2020Q3,West,6.0,20.0,129500.0,164000.0
Montana,15.1,11.6,11.6,2.6,4.4,6.0,Q4,MT,2020,81000.0,92000.0,14000.0,3500.0,290.0,2020Q4,West,15.0,0.0,67000.0,70790.0
Nebraska,5.9,0.1,0.1,0.5,0.3,3.0,Q1,NE,2015,10000.0,31000.0,2600.0,120.0,310.0,2015Q1,Midwest,8.0,1.0,7400.0,7830.0
Nebraska,6.5,6.9,0.0,1.4,2.1,1.5,Q2,NE,2015,29000.0,68000.0,4100.0,15500.0,4600.0,2015Q2,Midwest,6.0,7.0,24900.0,45000.0
Nebraska,33.2,10.3,10.9,13.2,4.6,4.3,Q3,NE,2015,67000.0,77000.0,6000.0,500.0,6000.0,2015Q3,Midwest,8.0,8.0,61000.0,67500.0
Nebraska,15.5,0.0,0.2,0.3,0.4,1.7,Q4,NE,2015,72000.0,73000.0,7000.0,10.0,5500.0,2015Q4,Midwest,10.0,8.0,65000.0,70510.0
Nebraska,1.8,0.4,0.1,0.2,0.8,0.6,Q1,NE,2016,11000.0,20000.0,720.0,510.0,16750.0,2016Q1,Midwest,4.0,152.0,10280.0,27540.0
Nebraska,6.1,0.1,1.0,3.8,1.1,3.5,Q2,NE,2016,19500.0,43000.0,6000.0,8000.0,28000.0,2016Q2,Midwest,14.0,65.0,13500.0,49500.0
Nebraska,20.4,1.6,0.1,10.2,1.6,0.1,Q3,NE,2016,45000.0,47000.0,8500.0,390.0,27000.0,2016Q3,Midwest,18.0,57.0,36500.0,63890.0
Nebraska,10.5,1.4,0.2,1.2,0.4,1.5,Q4,NE,2016,37000.0,37000.0,4300.0,190.0,27000.0,2016Q4,Midwest,12.0,73.0,32700.0,59890.0
Nebraska,14.8,0.3,0.4,19.4,2.1,1.2,Q1,NE,2017,7500.0,13000.0,750.0,120.0,27000.0,2017Q1,Midwest,6.0,360.0,6750.0,33870.0
Nebraska,50.1,38.4,1.0,37.6,16.0,0.8,Q2,NE,2017,7500.0,43000.0,1500.0,7000.0,27000.0,2017Q2,Midwest,3.0,63.0,6000.0,40000.0
Nebraska,15.1,6.6,0.4,7.1,9.2,0.2,Q3,NE,2017,46000.0,47000.0,3700.0,880.0,13500.0,2017Q3,Midwest,8.0,29.0,42300.0,56680.0
Nebraska,26.6,3.3,4.1,2.1,4.3,11.5,Q4,NE,2017,42000.0,42000.0,7500.0,80.0,50.0,2017Q4,Midwest,18.0,0.0,34500.0,34630.0
Nebraska,4.5,1.6,2.75,2.8,1.7,0.9,Q1,NE,2018,6500.0,14000.0,430.0,2040.0,475.0,2018Q1,Midwest,3.0,7.0,6070.0,8585.0
Nebraska,5.0,1.4,1.4,4.2,9.0,5.5,Q2,NE,2018,10500.0,46000.0,2100.0,4000.0,900.0,2018Q2,Midwest,5.0,2.0,8400.0,13300.0
Nebraska,24.1,3.2,5.9,6.5,4.3,4.0,Q3,NE,2018,52000.0,54000.0,6500.0,8500.0,5000.0,2018Q3,Midwest,12.0,9.0,45500.0,59000.0
Nebraska,3.0,0.7,0.7,0.3,2.9,1.0,Q4,NE,2018,45000.0,45000.0,5000.0,7000.0,840.0,2018Q4,Midwest,11.0,2.0,40000.0,47840.0
Nebraska,32.3,1.3,32.0,0.8,2.2,0.1,Q1,NE,2019,13500.0,16500.0,2500.0,4893.0,1027.0,2019Q1,Midwest,15.0,8.0,11000.0,16920.0
Nebraska,30.75,2.0,16.9,1.8,4.7,1.0,Q2,NE,2019,26750.0,28750.0,3100.0,2787.0,1213.0,2019Q2,Midwest,12.0,5.0,23650.0,27650.0
Nebraska,29.2,2.7,1.8,2.8,7.2,1.9,Q3,NE,2019,40000.0,41000.0,3700.0,680.0,1400.0,2019Q3,Midwest,9.0,3.0,36300.0,38380.0
Nebraska,5.8,1.0,0.9,3.5,2.8,6.4,Q4,NE,2019,37000.0,38000.0,2700.0,320.0,10.0,2019Q4,Midwest,7.0,0.0,34300.0,34630.0
Nebraska,2.2,0.0,0.0,7.85,0.0,0.8,Q1,NE,2020,9000.0,17000.0,670.0,70.0,555.0,2020Q1,Midwest,4.0,6.0,8330.0,8955.0
Nebraska,17.5,1.1,4.8,12.2,0.0,2.7,Q2,NE,2020,16500.0,41000.0,1900.0,7000.0,1100.0,2020Q2,Midwest,5.0,3.0,14600.0,22700.0
Nebraska,23.4,0.8,3.3,19.8,21.4,0.0,Q3,NE,2020,47000.0,48000.0,4300.0,3000.0,3100.0,2020Q3,Midwest,9.0,6.0,42700.0,48800.0
Nebraska,3.6,0.0,0.5,0.0,1.4,6.3,Q4,NE,2020,43000.0,43000.0,7000.0,280.0,2500.0,2020Q4,Midwest,16.0,6.0,36000.0,38780.0
New Jersey,40.1,13.2,30.4,11.1,19.5,16.7,Q1,NJ,2015,6000.0,9000.0,1100.0,570.0,1600.0,2015Q1,Northeast,12.0,18.0,4900.0,7070.0
New Jersey,52.5,3.6,0.3,26.1,1.0,2.4,Q2,NJ,2015,8500.0,19000.0,1800.0,2100.0,2900.0,2015Q2,Northeast,10.0,15.0,6700.0,11700.0
New Jersey,7.2,1.0,0.1,0.0,1.1,0.7,Q3,NJ,2015,18500.0,18500.0,210.0,190.0,500.0,2015Q3,Northeast,1.0,3.0,18290.0,18980.0
New Jersey,7.7,2.2,0.0,0.4,0.4,1.2,Q4,NJ,2015,8000.0,8500.0,270.0,20.0,10.0,2015Q4,Northeast,3.0,0.0,7730.0,7760.0
New Jersey,8.0,1.1,0.2,0.6,1.7,12.0,Q1,NJ,2016,6000.0,6000.0,1000.0,80.0,20.0,2016Q1,Northeast,17.0,0.0,5000.0,5100.0
New Jersey,11.9,0.9,0.2,0.0,0.2,0.3,Q2,NJ,2016,4200.0,18000.0,1500.0,1900.0,110.0,2016Q2,Northeast,8.0,1.0,2700.0,4710.0
New Jersey,20.2,7.1,1.2,8.5,1.3,0.3,Q3,NJ,2016,18000.0,18000.0,270.0,120.0,80.0,2016Q3,Northeast,2.0,0.0,17730.0,17930.0
New Jersey,28.6,11.3,0.4,1.9,3.4,8.6,Q4,NJ,2016,12000.0,12000.0,340.0,400.0,273.0,2016Q4,Northeast,3.0,2.0,11660.0,12333.0
New Jersey,16.3,0.7,0.3,0.1,0.8,0.6,Q1,NJ,2017,6000.0,6000.0,490.0,10.0,467.0,2017Q1,Northeast,8.0,8.0,5510.0,5987.0
New Jersey,21.4,5.6,2.3,1.9,0.3,0.8,Q2,NJ,2017,5500.0,21000.0,430.0,1900.0,660.0,2017Q2,Northeast,2.0,3.0,5070.0,7630.0
New Jersey,10.7,2.9,3.35,0.8,0.4,1.9,Q3,NJ,2017,16000.0,16000.0,420.0,280.0,110.0,2017Q3,Northeast,3.0,1.0,15580.0,15970.0
New Jersey,18.9,6.8,4.4,4.4,3.3,1.35,Q4,NJ,2017,15500.0,15500.0,1200.0,330.0,270.0,2017Q4,Northeast,8.0,2.0,14300.0,14900.0
New Jersey,14.9,1.9,2.2,0.4,3.8,0.8,Q1,NJ,2018,6500.0,6500.0,730.0,180.0,190.0,2018Q1,Northeast,11.0,3.0,5770.0,6140.0
New Jersey,16.5,3.3,0.0,0.1,3.4,0.1,Q2,NJ,2018,4400.0,15000.0,270.0,1300.0,170.0,2018Q2,Northeast,2.0,1.0,4130.0,5600.0
New Jersey,12.3,5.1,0.2,0.1,1.0,0.4,Q3,NJ,2018,14000.0,14000.0,320.0,250.0,220.0,2018Q3,Northeast,2.0,2.0,13680.0,14150.0
New Jersey,14.0,3.2,0.1,0.12,5.4,0.3,Q4,NJ,2018,15500.0,15500.0,1300.0,30.0,80.0,2018Q4,Northeast,8.0,1.0,14200.0,14310.0
New Jersey,15.3,4.4,0.17,0.15,3.5,0.6,Q1,NJ,2019,6000.0,6000.0,310.0,130.0,60.0,2019Q1,Northeast,5.0,1.0,5690.0,5880.0
New Jersey,20.7,3.35,0.23,0.18,2.0,0.35,Q2,NJ,2019,11000.0,11000.0,495.0,390.0,1580.0,2019Q2,Northeast,4.0,14.0,10505.0,12475.0
New Jersey,26.1,2.3,0.3,0.2,0.5,0.1,Q3,NJ,2019,16000.0,16000.0,680.0,650.0,3100.0,2019Q3,Northeast,4.0,19.0,15320.0,19070.0
New Jersey,2.5,0.9,0.4,0.1,1.3,0.5,Q4,NJ,2019,15500.0,15500.0,220.0,60.0,80.0,2019Q4,Northeast,1.0,1.0,15280.0,15420.0
New Jersey,9.4,2.9,0.5,0.0,3.2,2.3,Q1,NJ,2020,6500.0,6500.0,430.0,800.0,40.0,2020Q1,Northeast,7.0,1.0,6070.0,6910.0
New Jersey,15.4,0.8,21.5,0.0,21.7,0.0,Q2,NJ,2020,7000.0,21000.0,710.0,1500.0,650.0,2020Q2,Northeast,3.0,3.0,6290.0,8440.0
New Jersey,21.7,5.6,11.0,16.3,0.0,0.0,Q3,NJ,2020,17500.0,18500.0,2300.0,1500.0,1800.0,2020Q3,Northeast,12.0,10.0,15200.0,18500.0
New Jersey,6.8,2.1,0.5,0.6,0.2,0.7,Q4,NJ,2020,18000.0,18000.0,310.0,2000.0,480.0,2020Q4,Northeast,2.0,3.0,17690.0,20170.0
New Mexico,17.1,0.1,0.0,0.2,1.3,0.4,Q1,NM,2015,7000.0,7000.0,690.0,190.0,600.0,2015Q1,West,10.0,9.0,6310.0,7100.0
New Mexico,38.8,0.0,15.5,5.9,0.4,2.7,Q2,NM,2015,6500.0,8500.0,1000.0,1500.0,330.0,2015Q2,West,12.0,4.0,5500.0,7330.0
New Mexico,61.2,55.0,55.0,58.0,55.5,0.7,Q3,NM,2015,6500.0,6500.0,1600.0,1300.0,650.0,2015Q3,West,25.0,10.0,4900.0,6850.0
New Mexico,30.9,0.3,0.2,8.4,0.6,1.7,Q4,NM,2015,6000.0,6000.0,290.0,290.0,30.0,2015Q4,West,5.0,1.0,5710.0,6030.0
New Mexico,69.0,0.4,31.5,5.45,1.5,0.3,Q1,NM,2016,6000.0,6500.0,1700.0,1400.0,30.0,2016Q1,West,26.0,1.0,4300.0,5730.0
New Mexico,59.1,0.3,12.1,2.5,8.2,0.5,Q2,NM,2016,6500.0,6500.0,1400.0,2700.0,100.0,2016Q2,West,22.0,2.0,5100.0,7900.0
New Mexico,59.5,55.4,55.2,24.1,1.7,0.7,Q3,NM,2016,6500.0,6500.0,1100.0,2000.0,1000.0,2016Q3,West,17.0,15.0,5400.0,8400.0
New Mexico,46.2,0.3,7.2,21.48,0.8,0.3,Q4,NM,2016,7000.0,7000.0,1600.0,1100.0,20.0,2016Q4,West,23.0,0.0,5400.0,6520.0
New Mexico,93.9,0.45,87.4,18.85,2.0,0.45,Q1,NM,2017,5500.0,5500.0,2100.0,3600.0,1960.0,2017Q1,West,38.0,36.0,3400.0,8960.0
New Mexico,88.4,0.6,72.9,16.23,35.6,0.6,Q2,NM,2017,7000.0,7500.0,1800.0,3300.0,3900.0,2017Q2,West,24.0,52.0,5200.0,12400.0
New Mexico,74.3,3.3,17.8,13.6,3.1,0.3,Q3,NM,2017,8500.0,8500.0,2500.0,1800.0,200.0,2017Q3,West,29.0,2.0,6000.0,8000.0
